listing_id,city,neighbourhood,latitude,longitude,price,room_type,property_type,minimum_nights,number_of_reviews,review_scores_rating,host_id,high_demand
13572,Tokyo,Downtown,40.64321108936861,36.558833818885574,915,Entire home/apt,Apartment,2,652,58,host_854,1
13573,Toronto,Downtown,48.899477670432404,28.80836087620324,897,Private room,Bed & Breakfast,2,788,69,host_1376,0
13574,New York,Historic District,35.63410922173131,130.38272017103648,205,Entire home/apt,House,22,771,58,host_509,0
13575,Sydney,Old Town,36.64299904812387,10.015831234435609,468,Entire home/apt,Bed & Breakfast,26,549,98,host_1315,0
13576,New York,Beachside,50.31790014568369,136.42780378953216,871,Entire home/apt,Bed & Breakfast,3,32,82,host_1652,0
13577,London,Downtown,48.70971977291312,-87.11251647032694,120,Private room,Apartment,27,548,69,host_915,0
13578,Sydney,Old Town,47.9477997262822,-14.064406890166467,108,Entire home/apt,House,22,694,97,host_1925,0
13579,Toronto,Uptown,45.231566637468674,102.13028788973676,64,Private room,Townhouse,21,91,64,host_369,1
13580,Berlin,Uptown,39.264100928320964,-82.65996499043057,573,Entire home/apt,House,25,233,56,host_1635,1
13581,Paris,Downtown,50.826158894687524,-75.71839124538413,762,Private room,Apartment,11,258,93,host_1280,0
13582,Berlin,Financial District,42.853638791224085,-19.021699498024333,771,Entire home/apt,Condominium,17,461,74,host_1114,0
13583,Toronto,Old Town,39.05115156095924,131.38298937633473,281,Entire home/apt,Townhouse,1,504,83,host_415,1
13584,London,Old Town,40.58034291903326,-73.96503636404493,288,Entire home/apt,Loft,27,368,50,host_335,0
13585,New York,Historic District,34.30313827352683,138.79672113071416,301,Entire home/apt,Apartment,21,464,72,host_1108,1
13586,Sydney,Historic District,38.59286311290482,60.795521431056784,577,Private room,House,23,993,56,host_400,1
13587,Berlin,Old Town,37.383209955818145,5.591127502530355,260,Entire home/apt,Loft,17,107,99,host_921,1
13588,Toronto,Historic District,36.4400195572815,-119.1439950909918,150,Private room,Townhouse,7,220,58,host_245,0
13589,Berlin,Beachside,34.578519877242776,20.297266867556857,528,Entire home/apt,Bed & Breakfast,19,579,72,host_1338,1
13590,Toronto,Downtown,38.083757981514275,-9.690599355632116,700,Private room,Loft,29,793,68,host_1131,1
13591,New York,Beachside,35.863336925267284,93.4738688092981,665,Private room,Townhouse,4,625,66,host_1342,0
13592,Sydney,Old Town,34.812526807852265,29.78892449047575,513,Entire home/apt,Condominium,11,48,82,host_1982,1
13593,Paris,Chinatown,36.471800663771084,143.78224271629404,191,Entire home/apt,Townhouse,29,43,52,host_672,0
13594,New York,Old Town,37.64326054348056,-93.22272927222878,376,Hotel room,House,12,30,88,host_584,1
13595,Berlin,Chinatown,41.487321852028586,127.61542152007007,915,Entire home/apt,Townhouse,15,324,77,host_1408,0
13596,Paris,Uptown,44.506522352333135,-19.618949079702972,925,Entire home/apt,Townhouse,24,130,95,host_308,1
13597,Toronto,Chinatown,39.80078552379969,15.535476869262055,290,Entire home/apt,House,9,205,78,host_1457,1
13598,Paris,Uptown,36.5426694786192,110.63170921962859,256,Entire home/apt,Townhouse,3,801,62,host_971,0
13599,Toronto,Historic District,50.925828925211434,64.32812373664504,872,Entire home/apt,Condominium,6,384,96,host_1123,0
13600,New York,Downtown,43.267366819977305,136.19566591710213,816,Private room,Condominium,13,647,94,host_1359,1
13601,Berlin,Financial District,47.35384598852334,146.78306481023037,683,Hotel room,Bed & Breakfast,25,147,63,host_1516,0
13602,London,Financial District,46.49983254283967,52.42434476627827,397,Shared room,House,9,184,61,host_1535,1
13603,Berlin,Beachside,39.12814162829865,29.94032837451732,859,Entire home/apt,Condominium,18,203,91,host_168,0
13604,Toronto,Beachside,44.07751465686931,-54.430338786484455,63,Entire home/apt,Townhouse,7,963,66,host_1243,0
13605,San Francisco,Uptown,44.83895408533677,-48.245036763899265,363,Private room,Bed & Breakfast,12,446,68,host_1418,1
13606,Sydney,Uptown,40.332238433499185,-54.21792410588077,683,Entire home/apt,Condominium,17,619,73,host_94,0
13607,Tokyo,Old Town,46.07379817871248,91.81893413102628,498,Entire home/apt,Townhouse,15,121,76,host_1224,0
13608,London,Suburb,48.2321779259039,45.25402915834775,875,Private room,Townhouse,23,101,81,host_552,0
13609,Paris,Uptown,40.555789912740615,78.33442646882511,97,Entire home/apt,Townhouse,29,646,64,host_295,1
13610,London,Chinatown,34.268476687763055,100.4658074646023,240,Private room,Bed & Breakfast,17,563,53,host_1849,1
13611,Sydney,Downtown,40.2880468773559,121.6723592883146,705,Private room,Apartment,29,455,50,host_584,0
13612,Paris,Historic District,36.102680862398955,-83.58803624422764,399,Entire home/apt,Condominium,25,136,65,host_222,1
13613,Sydney,Beachside,36.800942005301025,116.6454988963846,367,Entire home/apt,Apartment,9,842,68,host_1711,0
13614,Paris,Chinatown,40.58709058501315,53.58101160219388,244,Entire home/apt,Condominium,11,774,69,host_1903,1
13615,London,Beachside,37.73717976778204,128.44944061421975,796,Private room,Townhouse,19,344,55,host_1683,0
13616,Paris,Downtown,50.828001160964405,131.39825742834486,624,Entire home/apt,Condominium,17,397,84,host_1803,0
13617,Paris,Historic District,45.750452602074986,-6.674678664026814,57,Entire home/apt,House,27,541,53,host_1523,1
13618,San Francisco,Chinatown,43.330554869995886,72.40048023850576,937,Entire home/apt,Townhouse,26,815,54,host_680,0
13619,Berlin,Beachside,34.175038168175085,103.13228194549549,734,Entire home/apt,Loft,18,263,83,host_1042,0
13620,Berlin,Uptown,35.865119378424055,-53.19051485206914,816,Entire home/apt,Townhouse,9,221,78,host_1788,0
13621,Tokyo,Historic District,48.19260124085708,9.658301926011234,635,Private room,Apartment,5,580,98,host_1968,1
13622,Tokyo,Suburb,41.01538773471116,-52.70244209326036,466,Entire home/apt,Loft,20,614,71,host_903,0
13623,Toronto,Uptown,34.81887753013432,-99.66725002311284,832,Private room,House,25,896,80,host_1242,0
13624,Toronto,Financial District,48.86006368826639,67.94039956382056,514,Entire home/apt,Condominium,29,66,85,host_550,0
13625,Toronto,Beachside,39.44762823755289,33.37474335517439,786,Private room,Bed & Breakfast,27,935,59,host_90,0
13626,San Francisco,Old Town,40.953321195536006,-14.009111485930134,221,Entire home/apt,Bed & Breakfast,20,768,63,host_1535,0
13627,Tokyo,Chinatown,51.53864327153852,-65.54584504534168,612,Entire home/apt,Townhouse,18,254,55,host_1260,0
13628,Sydney,Suburb,34.27922933862068,-71.89466911746038,804,Entire home/apt,Bed & Breakfast,29,784,70,host_374,1
13629,Toronto,Chinatown,46.98383907661918,-47.14586354848248,905,Private room,Apartment,6,450,73,host_1751,0
13630,Toronto,Old Town,51.079915173612235,146.0908123995627,674,Entire home/apt,House,13,770,63,host_1037,1
13631,London,Old Town,35.14947248235387,140.70772820790523,740,Shared room,Bed & Breakfast,16,653,51,host_470,0
13632,New York,Old Town,49.589386438572646,108.31819380248731,594,Entire home/apt,House,20,430,75,host_174,0
13633,Sydney,Beachside,41.492350483648686,-105.19284227142762,467,Entire home/apt,House,16,334,86,host_1814,0
13634,Toronto,Uptown,49.80393728476366,104.76090714681524,766,Entire home/apt,Bed & Breakfast,23,969,91,host_1150,0
13635,Toronto,Beachside,39.54894267202761,83.8000216880935,74,Private room,Townhouse,10,191,93,host_604,1
13636,Toronto,Uptown,51.687928968998705,134.11805374233552,319,Entire home/apt,Apartment,21,351,73,host_866,1
13637,New York,Suburb,45.64688937408518,4.386071987144646,341,Entire home/apt,Apartment,28,469,88,host_709,0
13638,New York,Old Town,45.28762648787243,17.599091311302516,562,Entire home/apt,Bed & Breakfast,29,118,66,host_1449,1
13639,San Francisco,Financial District,48.506260891863555,32.119696973230674,485,Entire home/apt,Condominium,10,427,65,host_1291,0
13640,Sydney,Uptown,41.858549253556596,26.140045586956433,308,Entire home/apt,House,4,253,66,host_1515,0
13641,San Francisco,Downtown,38.65605337795073,-37.7208315549487,979,Hotel room,Bed & Breakfast,15,782,82,host_1495,0
13642,Paris,Financial District,38.73274346894357,-79.6119044326644,383,Entire home/apt,Townhouse,4,219,63,host_1354,1
13643,New York,Downtown,39.95086751488019,71.73773663869312,628,Entire home/apt,Apartment,12,737,71,host_1708,1
13644,London,Uptown,45.11234742233587,126.9531846568998,833,Entire home/apt,Condominium,23,728,71,host_672,0
13645,Tokyo,Financial District,49.09101515101288,59.25572657158952,936,Private room,Loft,2,682,63,host_191,1
13646,London,Financial District,42.99240181170023,104.00998884042741,295,Private room,Townhouse,11,495,99,host_1864,1
13647,Tokyo,Suburb,41.26206814631432,19.351562532981518,707,Shared room,Condominium,24,448,82,host_1437,0
13648,New York,Chinatown,48.289259296438985,14.913086758452778,977,Entire home/apt,Townhouse,16,671,72,host_165,0
13649,New York,Beachside,39.21402232241929,147.00498637414955,130,Private room,Condominium,6,939,60,host_1200,1
13650,New York,Historic District,46.40263484269899,149.49989553968788,770,Entire home/apt,Bed & Breakfast,22,244,52,host_189,0
13651,San Francisco,Old Town,35.90449397307691,43.40085646570171,723,Private room,Townhouse,22,807,92,host_520,0
13652,Sydney,Uptown,36.03828879247464,-22.008473557626843,287,Entire home/apt,Townhouse,15,44,70,host_1595,1
13653,Tokyo,Suburb,45.592998581764355,-21.580781048326514,476,Entire home/apt,House,12,470,82,host_523,0
13654,Sydney,Historic District,35.48950925696082,60.76341758919804,96,Private room,Townhouse,12,645,70,host_1252,1
13655,San Francisco,Financial District,36.79092095110709,-62.29792419290726,872,Entire home/apt,House,27,221,52,host_1275,1
13656,San Francisco,Beachside,45.23864302888652,145.56251615122312,73,Entire home/apt,House,6,245,69,host_908,1
13657,Berlin,Chinatown,41.88766654782387,72.07278242324867,951,Entire home/apt,House,19,660,82,host_593,1
13658,London,Suburb,44.103336151826895,-79.68963926024884,53,Private room,Townhouse,24,497,56,host_587,0
13659,London,Chinatown,51.58497242660012,-23.854576488136104,208,Entire home/apt,Loft,16,321,90,host_1218,0
13660,Paris,Downtown,45.37529868277527,-62.48407840429072,329,Entire home/apt,Bed & Breakfast,26,946,100,host_1952,0
13661,Toronto,Beachside,44.635314476522964,-100.33054666415973,834,Private room,Loft,16,629,70,host_611,1
13662,San Francisco,Beachside,40.84248546508176,53.32958005403151,299,Entire home/apt,Condominium,16,940,79,host_151,1
13663,Tokyo,Chinatown,45.355796709989434,-95.28773484876582,146,Entire home/apt,House,23,73,50,host_275,0
13664,Berlin,Downtown,34.23399146257733,-15.054128353819294,184,Entire home/apt,House,14,200,78,host_1819,0
13665,Berlin,Historic District,44.031764488167255,60.11665726201781,420,Entire home/apt,Loft,3,338,72,host_1504,0
13666,Toronto,Old Town,35.240152489190564,-79.65935164975491,409,Entire home/apt,Condominium,14,131,69,host_535,0
13667,Sydney,Uptown,37.96310044489097,119.14063208584164,927,Entire home/apt,Condominium,9,576,53,host_320,0
13668,Toronto,Financial District,44.13617803935798,-73.14367059207933,876,Shared room,Loft,10,650,62,host_543,1
13669,Toronto,Downtown,46.02310987316776,43.922603093021166,99,Shared room,Condominium,14,897,92,host_111,0
13670,Toronto,Suburb,40.92633772721284,130.04212179098232,760,Entire home/apt,House,24,738,87,host_68,0
13671,London,Chinatown,41.54163848780908,-97.77352481677741,755,Private room,House,29,736,52,host_432,0
13672,San Francisco,Beachside,42.96440330464991,-95.13698142679816,866,Entire home/apt,Condominium,19,327,72,host_421,0
13673,Paris,Suburb,47.66334293940217,-89.43379426209617,83,Private room,Loft,12,950,82,host_1124,0
13674,San Francisco,Beachside,34.31729988862301,-25.67956191551272,826,Entire home/apt,Bed & Breakfast,27,680,54,host_510,1
13675,Sydney,Downtown,42.04722397759052,60.687259066956784,336,Entire home/apt,Condominium,6,234,65,host_1452,1
13676,New York,Beachside,34.256924762322875,24.1230421532959,831,Entire home/apt,Condominium,24,399,68,host_1327,1
13677,Toronto,Financial District,39.74455349139009,-41.998871009812035,366,Shared room,House,11,514,92,host_955,0
13678,San Francisco,Historic District,43.35727518363804,45.967171056821996,869,Entire home/apt,House,27,798,85,host_339,1
13679,Sydney,Beachside,35.43854710601467,-1.2135045249098084,428,Entire home/apt,Townhouse,10,492,88,host_1487,1
13680,New York,Financial District,42.7338435035747,-27.02267077913099,301,Private room,Condominium,27,154,50,host_1099,0
13681,New York,Beachside,50.64233026525917,-18.826478455490033,951,Entire home/apt,House,9,315,65,host_917,1
13682,Toronto,Beachside,46.33616207867338,-25.17941325122318,175,Entire home/apt,Loft,25,540,78,host_1610,0
13683,Paris,Historic District,48.08054809378254,16.73184648744663,193,Entire home/apt,House,6,113,56,host_1016,0
13684,Tokyo,Financial District,44.44745592789875,-19.432966027179532,676,Entire home/apt,Townhouse,20,0,86,host_1146,0
13685,London,Financial District,50.134461640850084,-36.136140140232186,442,Private room,Condominium,24,904,76,host_1580,0
13686,San Francisco,Suburb,36.64364725645648,-35.71836820860699,992,Entire home/apt,House,22,516,74,host_103,1
13687,New York,Chinatown,42.09614859768364,-63.77646301537695,805,Entire home/apt,Condominium,29,572,77,host_252,1
13688,San Francisco,Uptown,44.7465982188847,-66.30491531543797,946,Private room,House,13,59,77,host_160,1
13689,Tokyo,Historic District,49.72255614837353,-45.332465302261454,932,Private room,Loft,25,990,64,host_981,1
13690,London,Suburb,39.544184418318075,143.37064110363423,61,Entire home/apt,Apartment,26,540,81,host_1745,1
13691,Tokyo,Old Town,34.02030359978375,-67.85228371647796,461,Entire home/apt,Loft,6,539,91,host_1413,0
13692,London,Chinatown,51.539453998776345,-1.7394883277966784,191,Entire home/apt,Loft,28,358,73,host_531,1
13693,Berlin,Chinatown,34.46759147439157,125.84720552385744,510,Private room,House,24,521,67,host_1085,1
13694,London,Historic District,36.74260109031522,-120.83663466653786,250,Private room,Apartment,29,299,64,host_249,0
13695,Toronto,Financial District,41.59683393006913,42.337085296846425,560,Entire home/apt,House,29,572,53,host_1147,1
13696,Paris,Old Town,42.93465663396149,115.30235158700583,500,Entire home/apt,Loft,21,199,93,host_1884,1
13697,Tokyo,Financial District,49.02038723372533,-77.92358868436739,113,Entire home/apt,Condominium,23,887,83,host_750,1
13698,New York,Financial District,42.06072309848195,99.49740977465473,565,Entire home/apt,Condominium,2,7,72,host_1368,1
13699,Toronto,Downtown,43.853724459715494,53.67923311676546,477,Entire home/apt,House,24,597,80,host_293,0
13700,Berlin,Old Town,37.59999767533816,101.85281037333249,480,Hotel room,Condominium,12,11,90,host_926,0
13701,Paris,Downtown,44.24485658451821,-104.49645654721111,107,Entire home/apt,Condominium,18,799,61,host_421,1
13702,San Francisco,Uptown,40.27090737373811,-104.48264939961854,951,Shared room,House,17,213,62,host_1115,0
13703,Toronto,Downtown,35.77718106296534,-84.67956405715822,926,Private room,Condominium,3,970,98,host_496,1
13704,Tokyo,Financial District,51.03633204427558,145.21627367415323,437,Private room,Townhouse,24,611,63,host_222,0
13705,Sydney,Historic District,35.47031713798098,117.83334444277747,163,Entire home/apt,Apartment,16,443,74,host_466,1
13706,Sydney,Uptown,46.201820746869984,33.40009524523586,545,Entire home/apt,Townhouse,4,926,77,host_162,0
13707,New York,Uptown,50.34747675270052,21.321760289182777,599,Entire home/apt,Condominium,1,690,98,host_1188,1
13708,London,Beachside,37.22568377601479,-53.849132457472834,954,Entire home/apt,Bed & Breakfast,18,848,69,host_1173,0
13709,New York,Beachside,38.26811799032239,-65.72631105906564,486,Private room,Condominium,15,742,79,host_797,0
13710,Sydney,Old Town,41.68072177256341,-59.511293577609436,609,Entire home/apt,Condominium,26,681,83,host_1932,0
13711,San Francisco,Financial District,39.30117942734975,76.76706660478624,275,Private room,House,6,185,71,host_1100,1
13712,Berlin,Uptown,47.66259651526968,50.356339386477686,289,Entire home/apt,Townhouse,6,964,72,host_606,0
13713,Berlin,Financial District,40.08676075911826,13.988198070768874,620,Private room,Loft,7,690,60,host_465,1
13714,Tokyo,Downtown,51.745039727534824,105.22876289495008,252,Private room,Condominium,21,847,71,host_1407,0
13715,Berlin,Suburb,49.458170185179455,-107.69333944742105,844,Entire home/apt,Apartment,27,883,99,host_93,0
13716,Tokyo,Beachside,50.11619440811819,-114.03814220138892,117,Entire home/apt,Condominium,18,414,80,host_681,0
13717,Toronto,Chinatown,35.14595713481451,101.69421786249805,179,Entire home/apt,Loft,16,770,58,host_125,0
13718,Tokyo,Chinatown,37.173552269723515,-9.512046486714027,571,Entire home/apt,Condominium,14,895,90,host_1175,0
13719,Toronto,Downtown,37.04863132453899,59.02384266198098,522,Entire home/apt,Condominium,18,443,70,host_757,1
13720,Tokyo,Beachside,46.09536366716159,-12.839656581596728,896,Shared room,Townhouse,20,328,88,host_56,1
13721,Sydney,Suburb,34.21440473515301,-3.395773896455168,917,Entire home/apt,Condominium,17,684,63,host_594,0
13722,Sydney,Historic District,48.51567159956804,-117.80778538793824,247,Hotel room,Loft,26,4,78,host_340,0
13723,London,Financial District,43.846828331656376,21.866472639503343,479,Private room,Loft,10,746,99,host_912,1
13724,Toronto,Uptown,44.19363456857308,-114.25332640425982,748,Private room,Townhouse,29,963,53,host_932,0
13725,Paris,Beachside,43.67205560033821,-27.360441211231176,463,Entire home/apt,Condominium,11,784,69,host_456,1
13726,Toronto,Downtown,43.6362260150189,-86.40646948734437,185,Hotel room,Apartment,2,133,78,host_1622,1
13727,Tokyo,Financial District,37.5619493434039,-64.09563208720489,275,Entire home/apt,Bed & Breakfast,10,168,96,host_425,0
13728,Tokyo,Uptown,39.09723499274257,125.56226152591651,762,Entire home/apt,Apartment,16,820,96,host_844,0
13729,Paris,Beachside,42.77711424100256,142.56840952396868,953,Entire home/apt,Townhouse,17,809,60,host_796,1
13730,New York,Old Town,46.20120095540403,-114.90408447265004,619,Entire home/apt,Bed & Breakfast,8,975,84,host_395,0
13731,Tokyo,Suburb,38.895167680331824,127.35368568244394,673,Private room,Townhouse,16,646,95,host_1870,0
13732,London,Chinatown,48.510428649955124,110.07844377888443,499,Private room,House,12,741,54,host_1153,1
13733,Berlin,Downtown,48.59067702005852,17.958286575228442,770,Entire home/apt,Apartment,20,641,68,host_1152,1
13734,Berlin,Chinatown,38.92982932880828,9.014265418893473,388,Private room,Condominium,10,545,80,host_838,1
13735,San Francisco,Financial District,44.08116424997385,-17.577045142082625,118,Private room,House,28,309,69,host_1330,1
13736,San Francisco,Uptown,40.28061138161313,55.68903884530988,414,Shared room,Townhouse,4,649,50,host_827,1
13737,Berlin,Uptown,37.4323432378726,-73.82019424989043,749,Entire home/apt,Apartment,18,742,71,host_796,0
13738,Berlin,Old Town,48.50799920432527,-103.58719161780903,234,Shared room,Loft,3,747,50,host_173,0
13739,Sydney,Historic District,51.84666192951761,145.44807504474903,630,Entire home/apt,Loft,13,319,82,host_1014,0
13740,London,Uptown,44.182945207462446,101.83079107225169,600,Shared room,Condominium,11,961,98,host_1968,1
13741,Paris,Uptown,50.451040687474475,-19.483553161483442,151,Shared room,Apartment,1,177,95,host_291,1
13742,San Francisco,Financial District,45.55903853580644,-105.95512485374262,637,Entire home/apt,Townhouse,24,903,95,host_299,0
13743,Sydney,Historic District,44.18302662841582,139.24517323677253,539,Entire home/apt,Bed & Breakfast,24,488,92,host_1392,0
13744,Sydney,Chinatown,42.6426078408539,-109.86794687179143,116,Entire home/apt,Loft,4,455,54,host_1630,1
13745,Paris,Chinatown,38.242869400480096,-123.2763076823856,205,Private room,Apartment,4,844,75,host_923,1
13746,Sydney,Downtown,35.51659488308383,-44.62021469505309,971,Entire home/apt,Townhouse,28,926,63,host_1943,0
13747,Toronto,Downtown,41.962046524303176,80.94527990541425,500,Private room,Apartment,11,402,71,host_568,0
13748,London,Uptown,44.10357844387943,108.42136640027141,943,Private room,Loft,11,489,82,host_1909,0
13749,Berlin,Beachside,43.17009377600363,36.84865569174639,194,Private room,Loft,20,278,82,host_1919,1
13750,Tokyo,Suburb,46.520271437362226,2.5472885488076855,346,Entire home/apt,Loft,14,733,77,host_1324,0
13751,Paris,Downtown,37.45777810421573,-119.89675579460722,600,Entire home/apt,Condominium,28,4,51,host_1943,0
13752,Berlin,Uptown,40.37565362043697,-28.297772244204992,419,Entire home/apt,House,8,176,90,host_1721,1
13753,Berlin,Beachside,41.48021088322479,-100.94479410843945,287,Private room,Loft,17,820,63,host_1768,1
13754,New York,Beachside,37.35741950040961,-63.677660630566216,518,Entire home/apt,Bed & Breakfast,18,330,54,host_1755,1
13755,Toronto,Chinatown,50.31635584609829,-105.15115403975045,403,Entire home/apt,Apartment,1,264,77,host_625,1
13756,Paris,Beachside,46.26720623343251,122.59412111824088,680,Entire home/apt,Bed & Breakfast,4,175,69,host_1844,0
13757,Sydney,Old Town,35.65352223416262,70.68456516699464,678,Private room,House,12,870,88,host_1450,1
13758,Tokyo,Chinatown,46.830364717609406,0.9350850764574545,407,Entire home/apt,House,10,752,84,host_826,1
13759,Paris,Chinatown,43.86017690836891,132.03950534936655,534,Entire home/apt,House,21,135,83,host_1716,1
13760,Sydney,Old Town,43.43092840227675,-66.65626823557048,397,Private room,Loft,9,657,74,host_1213,1
13761,Berlin,Financial District,51.816143951934656,138.240789812659,492,Private room,Bed & Breakfast,11,851,69,host_1506,0
13762,Tokyo,Financial District,45.12761478116042,-103.59149817293147,872,Entire home/apt,Bed & Breakfast,27,544,88,host_334,0
13763,Sydney,Chinatown,50.141107473933644,95.9209160221603,484,Entire home/apt,Bed & Breakfast,11,847,62,host_1769,0
13764,London,Downtown,50.443880921910235,-33.61367653688649,563,Entire home/apt,Loft,25,266,58,host_1540,0
13765,Sydney,Chinatown,35.825535371335306,-87.70700512700694,710,Entire home/apt,House,16,519,58,host_1659,0
13766,New York,Old Town,34.15052061483226,57.94018166462541,852,Entire home/apt,Loft,6,797,61,host_999,1
13767,Toronto,Uptown,41.83480436917709,50.73197660316231,462,Private room,Bed & Breakfast,2,600,89,host_548,1
13768,Berlin,Historic District,47.84712965873841,132.90248140890787,289,Entire home/apt,Condominium,16,837,66,host_119,1
13769,Sydney,Uptown,48.835527195949574,-48.06993949575066,611,Entire home/apt,Apartment,23,789,87,host_214,0
13770,Toronto,Uptown,48.17489283941023,86.68957265422878,932,Entire home/apt,Townhouse,1,494,99,host_1601,0
13771,San Francisco,Financial District,42.05118325325559,129.4259216033575,765,Entire home/apt,Townhouse,23,909,69,host_789,1
13772,San Francisco,Old Town,47.499354133657434,1.4779161649185255,413,Entire home/apt,Bed & Breakfast,18,438,54,host_1018,1
13773,Toronto,Old Town,46.93797744147123,-9.326226109353286,812,Entire home/apt,House,14,87,90,host_263,0
13774,Toronto,Downtown,39.64874651736647,-22.64588055620554,993,Entire home/apt,Loft,17,829,51,host_1614,1
13775,New York,Old Town,37.03697008429982,146.5432941069451,823,Hotel room,Loft,23,198,87,host_913,1
13776,London,Beachside,45.18553690999592,43.27803157022419,388,Private room,Apartment,9,831,60,host_1518,0
13777,Berlin,Uptown,46.18755505927753,129.6514971374661,520,Entire home/apt,Townhouse,20,731,79,host_549,0
13778,Paris,Old Town,44.22347243562234,-0.4036360966401844,701,Entire home/apt,Loft,17,717,58,host_813,1
13779,New York,Suburb,37.83723183683884,118.59817622217332,956,Entire home/apt,Condominium,2,123,76,host_854,1
13780,London,Financial District,38.980119766398204,3.196013337310319,380,Entire home/apt,Loft,2,942,93,host_199,0
13781,Toronto,Chinatown,46.75275288626811,-80.64532220388386,411,Private room,Loft,17,172,88,host_1228,0
13782,Paris,Downtown,51.327202552669945,40.74426306383998,953,Shared room,Townhouse,29,918,89,host_1018,1
13783,Toronto,Uptown,51.00704082800592,115.08878270783896,257,Private room,Bed & Breakfast,12,976,60,host_1070,1
13784,Toronto,Historic District,43.353846635511275,-114.57918669408997,90,Shared room,Townhouse,18,57,99,host_781,0
13785,San Francisco,Beachside,49.958070545778426,-46.011650519249386,114,Entire home/apt,Apartment,2,352,51,host_267,1
13786,San Francisco,Beachside,34.530121605496,136.2262693726878,413,Entire home/apt,House,19,307,72,host_840,1
13787,Paris,Historic District,49.50073818875815,-49.69179676025034,644,Entire home/apt,Apartment,9,381,78,host_712,1
13788,New York,Uptown,42.57071482182508,-14.449802371658762,166,Entire home/apt,Condominium,4,925,90,host_1423,0
13789,San Francisco,Beachside,48.067492028349726,-33.83713145623727,973,Entire home/apt,Townhouse,13,323,83,host_247,0
13790,Berlin,Suburb,34.100492372573775,-52.37178254073015,185,Hotel room,House,22,426,73,host_504,1
13791,Toronto,Downtown,49.63409411864207,-16.18136555305017,89,Shared room,Apartment,21,303,72,host_1034,0
13792,Tokyo,Financial District,44.70963320285574,110.23874777680194,167,Entire home/apt,Condominium,14,199,85,host_360,1
13793,Sydney,Chinatown,38.32414716853989,-33.26745379223017,829,Entire home/apt,Townhouse,16,714,84,host_1462,1
13794,Paris,Downtown,40.25469497983901,69.41277768815402,268,Entire home/apt,Townhouse,10,589,87,host_1849,0
13795,Paris,Downtown,37.61198956476217,-56.382033032452156,194,Private room,Townhouse,7,596,97,host_1837,1
13796,San Francisco,Financial District,41.639303641225894,-74.23371348208872,216,Entire home/apt,Apartment,27,68,61,host_138,0
13797,New York,Historic District,39.94010856304942,97.93750958799487,946,Entire home/apt,Loft,12,679,82,host_281,0
13798,Toronto,Uptown,43.621057186936206,-88.84884973443057,823,Private room,Loft,10,456,63,host_1344,0
13799,Berlin,Historic District,48.6661199540727,88.68981026429074,793,Entire home/apt,Apartment,19,376,65,host_963,0
13800,New York,Old Town,51.68095477325734,51.02886481556865,726,Entire home/apt,Bed & Breakfast,4,402,66,host_613,1
13801,London,Chinatown,38.526237533089095,23.477628303406476,386,Entire home/apt,Bed & Breakfast,14,270,53,host_1567,0
13802,London,Downtown,35.9171487284708,2.6583557047400603,505,Private room,Loft,13,311,83,host_43,0
13803,Tokyo,Suburb,41.12201049824707,23.237045438807456,694,Entire home/apt,Bed & Breakfast,23,181,80,host_132,1
13804,San Francisco,Financial District,36.58397697071886,-89.55846532185086,490,Entire home/apt,Condominium,28,107,89,host_416,1
13805,San Francisco,Uptown,49.016323637518376,-56.202192573884304,57,Shared room,Townhouse,14,492,91,host_298,1
13806,San Francisco,Old Town,43.02024783165455,-118.7640512421492,164,Entire home/apt,Bed & Breakfast,9,794,98,host_1348,0
13807,Tokyo,Old Town,45.15932288335565,68.22737615503962,60,Private room,House,2,478,91,host_265,0
13808,London,Uptown,36.71102597697509,95.363100457831,587,Entire home/apt,Bed & Breakfast,11,418,53,host_667,1
13809,New York,Downtown,47.4929586850582,65.63543047584795,723,Private room,House,3,92,92,host_1948,1
13810,Tokyo,Financial District,51.524472614829286,70.89293615357789,302,Private room,Bed & Breakfast,24,357,69,host_1386,1
13811,Tokyo,Beachside,42.68293452686075,113.46341091725708,815,Private room,Condominium,2,167,99,host_32,0
13812,New York,Historic District,51.32423148623158,69.07112387764064,392,Entire home/apt,House,1,94,98,host_88,1
13813,San Francisco,Uptown,34.62488968914448,-27.616402561268046,48,Entire home/apt,Bed & Breakfast,22,859,61,host_990,0
13814,Berlin,Beachside,34.6430088486584,-58.182120451680646,751,Entire home/apt,Bed & Breakfast,24,637,69,host_963,0
13815,New York,Old Town,51.280232393669046,-11.127738306441628,153,Entire home/apt,Townhouse,13,862,68,host_441,0
13816,London,Old Town,46.604780753758504,3.382135323055934,369,Hotel room,Bed & Breakfast,19,317,86,host_1459,1
13817,Paris,Suburb,37.396415086432086,-48.99403773515256,213,Entire home/apt,Townhouse,11,254,91,host_1535,1
13818,Toronto,Suburb,40.549746383666246,-43.22097599451452,930,Hotel room,Bed & Breakfast,18,880,51,host_1867,1
13819,Paris,Old Town,43.13955522270711,71.20195763550592,171,Entire home/apt,Bed & Breakfast,17,254,69,host_1984,1
13820,Sydney,Suburb,46.6474792402374,-66.98214514986883,36,Private room,House,23,823,90,host_439,0
13821,Sydney,Suburb,49.15647808315413,87.04896436542987,958,Entire home/apt,Loft,23,645,88,host_1058,1
